City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Sijunjung,ID,2021-03-05 00:30:11,-0.6876,100.9537,74.79,89,100,0.72
294,Turukhansk,RU,2021-03-05 00:30:12,65.8167,87.9833,-0.08,89,100,16.69
295,Deputatskiy,RU,2021-03-05 00:30:12,69.3,139.9,-23.08,84,100,11.23
296,Lexington,US,2021-03-05 00:30:10,37.9887,-84.4777,46.4,34,1,10.36
297,Phirangipuram,IN,2021-03-05 00:30:13,16.3,80.2667,71.6,88,0,3.44
298,Mariental,NA,2021-03-05 00:30:15,-24.6333,17.9667,77.95,25,80,8.61
299,Longyearbyen,SJ,2021-03-05 00:30:16,78.2186,15.6401,5.0,66,75,16.11
300,Cabo San Lucas,MX,2021-03-05 00:26:29,22.8909,-109.9124,77.0,38,75,5.75
301,Kargasok,RU,2021-03-05 00:30:17,59.0556,80.8572,26.31,97,100,14.09
302,Cacapava Do Sul,BR,2021-03-05 00:30:17,-30.5122,-53.4914,66.29,100,100,3.27
303,Provideniya,RU,2021-03-05 00:27:56,64.3833,-173.3,6.8,78,0,15.66
304,Teguldet,RU,2021-03-05 00:30:19,57.3064,88.1667,20.93,95,100,10.42
305,Oktyabrskiy,RU,2021-03-05 00:30:20,54.4815,53.471,23.54,96,100,7.45
306,Uyemskiy,RU,2021-03-05 00:30:21,64.4743,40.8524,6.8,85,40,4.47
307,Nynashamn,SE,2021-03-05 00:30:22,58.9034,17.9479,26.01,79,0,1.99
308,Pimentel,PE,2021-03-05 00:30:23,-6.8367,-79.9342,77.0,69,0,14.97
309,Tsuruga,JP,2021-03-05 00:30:23,35.6455,136.0558,50.0,91,100,4.0
310,Camacha,PT,2021-03-05 00:30:25,33.0833,-16.3333,62.6,88,40,17.27
311,Camalu,MX,2021-03-05 00:30:26,30.85,-116.0667,59.0,52,4,11.99
312,Jiuquan,CN,2021-03-05 00:30:27,39.7432,98.5174,31.21,82,50,6.69
313,Filadelfia,US,2021-03-05 00:26:28,39.9523,-75.1638,37.99,48,1,14.97
314,Lahij,YE,2021-03-05 00:30:29,13.1667,44.5833,69.64,75,0,4.56
315,Sinnamary,GF,2021-03-05 00:30:30,5.3833,-52.95,77.85,84,100,10.47
316,Havre-Saint-Pierre,CA,2021-03-05 00:29:15,50.2334,-63.5986,24.8,86,90,9.22
317,Ronneby,SE,2021-03-05 00:30:32,56.21,15.276,26.6,80,0,4.61
318,Bandarbeyla,SO,2021-03-05 00:30:32,9.4942,50.8122,73.87,83,100,11.14
319,Panguna,PG,2021-03-05 00:30:34,-6.3164,155.4848,81.54,66,96,6.31
320,Jalu,LY,2021-03-05 00:30:34,29.0331,21.5482,53.44,45,100,7.67
321,Mangrol,IN,2021-03-05 00:30:36,21.1167,70.1167,73.53,55,0,11.56
322,Broome,US,2021-03-05 00:30:36,42.2506,-75.833,21.0,58,20,17.27
323,Kavieng,PG,2021-03-05 00:27:53,-2.5744,150.7967,84.09,74,88,8.5
324,Caborca,MX,2021-03-05 00:30:37,30.5838,-111.101,69.01,34,100,5.99
325,Haines Junction,CA,2021-03-05 00:30:38,60.7522,-137.5108,24.8,46,98,3.44
326,Sao Jose De Ribamar,BR,2021-03-05 00:30:39,-2.5619,-44.0542,78.8,94,75,4.61
327,Yumen,CN,2021-03-05 00:29:26,40.2833,97.2,28.45,82,85,7.11
328,Yar-Sale,RU,2021-03-05 00:30:40,66.8333,70.8333,9.14,96,100,6.98
329,Hamilton,US,2021-03-05 00:30:07,39.1834,-84.5333,37.99,63,0,3.0
330,Sao Joao Da Barra,BR,2021-03-05 00:30:41,-21.6403,-41.0511,76.69,85,92,14.63
331,General Roca,AR,2021-03-05 00:30:43,-39.0333,-67.5833,71.6,83,0,3.44
332,Portland,US,2021-03-05 00:29:07,45.5234,-122.6762,57.99,51,90,6.91
333,Lakhnadon,IN,2021-03-05 00:30:43,22.6,79.6,64.04,26,13,3.62
334,Rio Brilhante,BR,2021-03-05 00:30:45,-21.8019,-54.5464,70.66,95,100,5.95
335,Hailar,CN,2021-03-05 00:30:46,49.2,119.7,-10.16,82,0,6.49
336,Miranda,CO,2021-03-05 00:30:48,3.2499,-76.2281,78.8,65,75,13.8
337,Sokolo,ML,2021-03-05 00:30:48,14.7328,-6.1219,78.33,17,0,14.07
338,Tuim,RU,2021-03-05 00:30:49,54.3417,89.9261,12.18,88,100,4.99
339,Itapemirim,BR,2021-03-05 00:30:50,-21.0111,-40.8339,75.99,84,100,9.69
340,Sisophon,KH,2021-03-05 00:30:51,13.5859,102.9737,82.69,71,0,5.57
341,Bereda,ES,2021-03-05 00:28:23,43.2686,-7.5406,46.99,100,50,3.0
342,Hameenlinna,FI,2021-03-05 00:30:53,60.996,24.4643,19.0,79,0,4.43
343,Half Moon Bay,US,2021-03-05 00:28:32,37.4636,-122.4286,62.6,76,1,5.57
344,Soyo,AO,2021-03-05 00:30:55,-6.1349,12.3689,79.9,88,99,6.71
345,Bilibino,RU,2021-03-05 00:30:55,68.0546,166.4372,-18.11,83,100,6.89
346,Pingtung,TW,2021-03-05 00:30:56,22.6714,120.4881,75.99,73,40,3.44
347,Saint-Augustin,CA,2021-03-05 00:30:57,51.226,-58.6502,23.4,97,100,12.59
348,Lubango,AO,2021-03-05 00:30:59,-14.9172,13.4925,60.35,79,63,1.88
349,Walvis Bay,NA,2021-03-05 00:27:14,-22.9575,14.5053,74.12,50,0,10.27
350,Paamiut,GL,2021-03-05 00:31:00,61.994,-49.6678,35.74,83,100,13.06
351,Buchanan,LR,2021-03-05 00:27:23,5.8808,-10.0467,77.0,94,40,6.46
352,Oksfjord,NO,2021-03-05 00:31:03,70.2396,22.3479,24.8,86,90,3.44
353,Rio Gallegos,AR,2021-03-05 00:31:04,-51.6226,-69.2181,55.4,76,0,21.85
354,Millport,GB,2021-03-05 00:31:06,55.7535,-4.9256,39.2,70,90,5.75
355,Maniwaki,CA,2021-03-05 00:31:07,46.3834,-75.966,14.0,37,98,10.36
356,Qax,AZ,2021-03-05 00:31:07,41.4225,46.9242,35.6,93,40,4.61
357,Jijiang,CN,2021-03-05 00:31:07,29.2906,106.2542,55.0,82,100,4.47
358,Ryotsu,JP,2021-03-05 00:31:09,38.0833,138.4333,48.2,71,75,4.61
359,Jimeta,NG,2021-03-05 00:31:09,9.2833,12.4667,75.09,19,0,1.68
360,Nang Rong,TH,2021-03-05 00:31:10,14.6377,102.7914,84.0,100,0,2.55
361,Pringsewu,ID,2021-03-05 00:31:11,-5.3582,104.9744,77.79,86,64,2.06
362,Pisco,PE,2021-03-05 00:31:13,-13.7,-76.2167,75.2,78,0,16.11
363,Pascagoula,US,2021-03-05 00:29:11,30.3658,-88.5561,59.0,58,1,3.44
364,Robertsport,LR,2021-03-05 00:31:14,6.7533,-11.3686,79.41,90,74,6.89
365,Yaan,NG,2021-03-05 00:31:17,7.3833,8.5667,76.23,34,0,5.41
366,Oistins,BB,2021-03-05 00:28:16,13.0667,-59.5333,78.8,69,75,19.57
367,Aklavik,CA,2021-03-05 00:31:19,68.2191,-135.0107,-9.4,64,20,10.36
368,Camana,PE,2021-03-05 00:31:19,-16.6228,-72.7111,73.2,76,100,4.12
369,Labrea,BR,2021-03-05 00:31:19,-7.2586,-64.7981,73.71,95,100,0.69
370,Cuenca,EC,2021-03-05 00:28:01,-2.8833,-78.9833,59.0,94,85,2.3
371,Nerchinskiy Zavod,RU,2021-03-05 00:31:21,51.3088,119.61,-15.11,84,0,2.33
372,Imbituva,BR,2021-03-05 00:31:23,-25.23,-50.6044,64.18,100,100,3.8
373,Prince George,CA,2021-03-05 00:31:23,53.9166,-122.753,44.6,45,1,2.3
374,Imeni Tsyurupy,RU,2021-03-05 00:31:25,55.4957,38.6506,24.8,74,0,6.71
375,Muzhi,RU,2021-03-05 00:31:26,65.3667,64.6667,3.78,94,100,4.23
376,Celestun,MX,2021-03-05 00:31:27,20.8667,-90.4,73.54,82,0,13.27
377,Chateaubelair,VC,2021-03-05 00:31:29,13.2833,-61.25,75.2,88,75,10.36
378,Itarema,BR,2021-03-05 00:31:30,-2.9248,-39.9167,80.51,77,100,11.7
379,Kutum,SD,2021-03-05 00:31:32,14.2,24.6667,53.94,37,76,9.19
380,Vostok,RU,2021-03-05 00:31:33,46.4856,135.8833,32.0,99,100,10.51
381,Bria,CF,2021-03-05 00:31:35,6.5423,21.9863,68.14,29,0,2.48
382,Saint-Jovite,CA,2021-03-05 00:29:24,46.1186,-74.5966,14.0,57,100,3.44
383,Huejuquilla El Alto,MX,2021-03-05 00:31:36,22.6,-103.8667,69.01,24,0,9.73
384,Riyadh,SA,2021-03-05 00:28:55,24.6877,46.7219,71.6,26,0,4.61
385,Port Arthur,CN,2021-03-05 00:31:38,38.8,121.2667,41.0,87,0,6.71
386,Gunnedah,AU,2021-03-05 00:31:39,-30.9833,150.25,81.0,35,0,1.01
387,Avera,US,2021-03-05 00:31:40,33.194,-82.5271,62.01,38,1,3.44
388,Vitoria,BR,2021-03-05 00:26:55,-20.3194,-40.3378,78.01,78,0,4.61
389,Salinas,US,2021-03-05 00:31:42,36.6777,-121.6555,60.8,59,1,12.66
390,Kukuna,SL,2021-03-05 00:31:42,9.4,-12.6667,77.22,80,98,3.62
391,Sajanan,TN,2021-03-05 00:31:43,37.0573,9.2426,57.2,72,40,2.3
392,Aguazul,CO,2021-03-05 00:31:44,5.1728,-72.5471,84.58,39,93,2.04
393,Inverell,AU,2021-03-05 00:31:44,-29.7833,151.1167,77.0,58,57,3.0
394,Cabedelo,BR,2021-03-05 00:31:46,-6.9811,-34.8339,77.0,100,20,6.91
395,Marshall,US,2021-03-05 00:30:12,34.3834,-86.3333,62.6,34,1,4.61
396,Sayyan,YE,2021-03-05 00:31:47,15.1718,44.3244,53.42,51,2,0.54
397,Kyra,RU,2021-03-05 00:31:48,49.5776,111.9753,-6.34,80,0,2.33
398,Sakakah,SA,2021-03-05 00:31:49,29.9697,40.2064,48.2,61,0,13.8
399,Kintinku,TZ,2021-03-05 00:31:50,-5.8833,35.2333,64.85,86,100,2.46
400,Grafton,US,2021-03-05 00:31:51,42.207,-71.6856,28.4,34,1,21.85
401,Rehoboth,NA,2021-03-05 00:31:51,-23.3167,17.0833,68.05,38,0,5.66
402,Minot,US,2021-03-05 00:31:52,48.2325,-101.2963,51.8,58,1,5.75
403,Pundri,IN,2021-03-05 00:31:53,29.75,76.55,60.01,32,0,6.2
404,Susanville,US,2021-03-05 00:31:54,40.4163,-120.653,57.2,17,1,13.8
405,Mittagong,AU,2021-03-05 00:31:54,-34.45,150.45,72.0,65,46,8.99
406,Port Blair,IN,2021-03-05 00:29:39,11.6667,92.75,80.6,83,40,3.44
407,Anupgarh,IN,2021-03-05 00:31:54,29.1911,73.2086,60.22,31,0,5.88
408,Aykhal,RU,2021-03-05 00:31:55,66.0,111.5,-28.26,75,0,7.52
409,Roebourne,AU,2021-03-05 00:31:56,-20.7833,117.1333,85.14,44,0,11.95
410,Mahebourg,MU,2021-03-05 00:31:57,-20.4081,57.7,75.2,83,40,5.75
411,Sambava,MG,2021-03-05 00:31:58,-14.2667,50.1667,75.33,89,100,4.5
412,Isla Vista,US,2021-03-05 00:31:59,34.4133,-119.861,61.0,55,1,5.75
413,Hirara,JP,2021-03-05 00:32:00,24.8,125.2833,69.8,83,75,10.36
414,Harper,LR,2021-03-05 00:32:01,4.375,-7.7169,79.47,86,100,9.89
415,Cabra,ES,2021-03-05 00:32:02,37.4725,-4.4421,50.0,75,79,4.97
416,Tougan,BF,2021-03-05 00:32:03,13.0667,-3.0667,83.21,14,1,17.81
417,Khandyga,RU,2021-03-05 00:32:04,62.6667,135.6,-29.34,82,90,1.92
418,Hay River,CA,2021-03-05 00:32:05,60.8156,-115.7999,5.0,85,100,8.05
419,Guayanilla,PR,2021-03-05 00:32:06,18.0191,-66.7918,78.01,77,1,1.99
420,Huizhou,CN,2021-03-05 00:32:08,23.0833,114.4,66.99,90,100,3.36
421,Vanavara,RU,2021-03-05 00:32:09,60.34,102.2797,-2.49,91,100,8.14
422,Xuddur,SO,2021-03-05 00:32:11,4.1213,43.8894,69.89,67,77,15.19
423,Bay Roberts,CA,2021-03-05 00:32:13,47.5999,-53.2648,30.99,87,97,1.01
424,Verkhoyansk,RU,2021-03-05 00:32:14,67.5447,133.385,-15.05,85,100,3.06
425,Road Town,VG,2021-03-05 00:32:16,18.4167,-64.6167,77.0,78,20,5.75
426,Bengkulu,ID,2021-03-05 00:32:17,-3.8004,102.2655,79.99,76,18,4.16
427,Marawi,PH,2021-03-05 00:32:19,7.9986,124.2928,76.69,62,0,3.78
428,Sterling,US,2021-03-05 00:32:20,39.0062,-77.4286,41.0,42,75,16.11
429,Hovd,MN,2021-03-05 00:32:21,48.0056,91.6419,12.79,71,0,1.77
430,San Pedro,PH,2021-03-05 00:32:22,14.35,121.0167,84.99,69,20,4.61
431,Qaqortoq,GL,2021-03-05 00:32:22,60.7167,-46.0333,51.8,28,90,20.71
432,Svetlyy,RU,2021-03-05 00:32:24,54.675,20.1347,30.99,93,20,4.47
433,Atar,MR,2021-03-05 00:32:25,20.5169,-13.0499,69.82,19,55,9.48
434,Mogoytuy,RU,2021-03-05 00:32:27,51.2833,114.9167,-11.02,83,0,2.48
435,Namatanai,PG,2021-03-05 00:32:27,-3.6667,152.4333,84.97,69,100,5.97
436,Sinazongwe,ZM,2021-03-05 00:32:28,-17.2614,27.4618,71.74,71,0,6.2
437,San Cristobal,VE,2021-03-05 00:32:30,7.7669,-72.225,80.6,65,40,2.3
438,Iralaya,HN,2021-03-05 00:32:31,15.0,-83.2333,80.6,74,20,8.05
439,Kismayo,SO,2021-03-05 00:32:33,-0.3582,42.5454,77.68,84,99,12.8
440,Punta Cardon,VE,2021-03-05 00:32:34,11.6581,-70.215,77.23,81,31,20.49
441,Vinh,VN,2021-03-05 00:32:36,18.6667,105.6667,72.34,89,91,1.36
442,Novska,HR,2021-03-05 00:32:37,45.3406,16.9769,46.4,42,0,5.75
443,Vidim,RU,2021-03-05 00:32:39,56.4088,103.1106,-4.65,87,80,6.26
444,Jinchang,CN,2021-03-05 00:32:39,38.4953,102.1739,36.95,66,100,0.85
445,Pervomayskoye,RU,2021-03-05 00:32:40,43.919,46.7102,33.85,91,0,4.79
446,Waingapu,ID,2021-03-05 00:32:42,-9.6567,120.2641,83.01,73,95,10.98
447,Mpanda,TZ,2021-03-05 00:32:42,-6.3655,31.0409,65.25,93,100,1.61
448,Abnub,EG,2021-03-05 00:30:22,27.2696,31.1511,51.8,66,0,10.36
449,Trelleborg,SE,2021-03-05 00:32:43,55.3751,13.1569,32.0,74,0,8.05
450,Huarmey,PE,2021-03-05 00:30:39,-10.0681,-78.1522,73.81,77,49,5.77
451,Cozumel,MX,2021-03-05 00:32:08,20.5083,-86.9458,78.8,78,75,5.75
452,Ambanja,MG,2021-03-05 00:32:45,-13.6833,48.45,75.99,84,98,2.01
453,Sfantu Gheorghe,RO,2021-03-05 00:32:46,45.8667,25.7833,33.01,70,0,1.01
454,Naze,JP,2021-03-05 00:32:48,28.3667,129.4833,68.0,60,40,9.22
455,Coari,BR,2021-03-05 00:32:49,-4.085,-63.1414,74.71,94,100,1.39
456,Formosa,AR,2021-03-05 00:32:51,-26.1775,-58.1781,77.0,83,20,6.91
457,Springbok,ZA,2021-03-05 00:32:52,-29.6643,17.8865,58.15,75,0,1.3
458,Galeras,CO,2021-03-05 00:32:52,9.161,-75.0481,78.22,71,0,9.91
459,Santa Cruz,BO,2021-03-05 00:30:22,-17.8,-63.1667,75.2,94,90,3.44
460,China,MX,2021-03-05 00:32:54,25.7,-99.2333,72.64,71,79,21.16
461,Najran,SA,2021-03-05 00:32:55,17.4924,44.1277,64.4,29,0,3.98
462,Grand-Santi,GF,2021-03-05 00:32:55,4.25,-54.3833,72.61,96,10,2.86
463,Oyama,JP,2021-03-05 00:32:55,36.3,139.8,57.0,71,75,2.3
464,Muros,ES,2021-03-05 00:32:57,42.7762,-9.0603,51.01,89,100,6.17
465,Tara,RU,2021-03-05 00:32:39,56.8944,74.371,26.46,98,100,14.0
466,Sorland,NO,2021-03-05 00:32:58,67.667,12.6934,32.49,87,100,5.91
467,Zhigansk,RU,2021-03-05 00:32:59,66.7697,123.3711,-32.04,82,13,0.81
468,Tahe,CN,2021-03-05 00:33:00,52.3333,124.7333,-7.98,77,0,15.26
469,Biak,ID,2021-03-05 00:33:01,-0.9131,122.8766,82.78,63,100,0.67
470,Narasannapeta,IN,2021-03-05 00:33:01,18.4167,84.05,68.97,83,100,4.88
471,Coquimbo,CL,2021-03-05 00:28:45,-29.9533,-71.3436,62.6,88,90,3.44
472,Silleda,ES,2021-03-05 00:33:02,42.696,-8.2465,50.0,93,98,1.14
473,Mercedes,AR,2021-03-05 00:33:03,-34.6515,-59.4307,75.0,89,0,5.84
474,Les Cayes,HT,2021-03-05 00:33:04,18.2,-73.75,74.75,79,54,1.41
475,Neryungri,RU,2021-03-05 00:33:05,56.6709,124.6491,-18.92,82,100,14.43
476,Bawku,GH,2021-03-05 00:33:07,11.0616,-0.2417,81.97,15,26,8.5
477,Rajauri,IN,2021-03-05 00:33:08,33.3833,74.3,54.97,36,0,6.51
478,Tera,NE,2021-03-05 00:33:09,14.0078,0.7531,80.42,16,0,10.07
479,Voh,NC,2021-03-05 00:33:10,-20.9667,164.7,83.93,63,98,2.59
480,Lovozero,RU,2021-03-05 00:33:10,68.005,35.0117,6.51,94,100,5.91
481,Codajas,BR,2021-03-05 00:33:12,-3.8367,-62.0569,74.95,94,88,1.25
482,Comodoro Rivadavia,AR,2021-03-05 00:33:13,-45.8667,-67.5,59.0,88,90,6.91
483,Thinadhoo,MV,2021-03-05 00:33:14,0.5333,72.9333,82.26,71,37,8.48
484,Mitsamiouli,KM,2021-03-05 00:33:14,-11.3847,43.2844,82.17,79,100,15.26
485,Oslo,NO,2021-03-05 00:33:05,59.9127,10.7461,32.0,58,0,4.79
486,Maghar,IL,2021-03-05 00:33:16,32.8898,35.407,44.76,89,0,0.67
487,Berlevag,NO,2021-03-05 00:33:17,70.8578,29.0864,25.43,88,100,14.14
488,San Giovanni Rotondo,IT,2021-03-05 00:33:19,41.7049,15.7191,41.0,87,0,4.61
489,Kibre Mengist,ET,2021-03-05 00:33:19,5.8833,38.9833,57.51,71,0,2.51
490,Hasaki,JP,2021-03-05 00:33:20,35.7333,140.8333,55.4,76,75,3.44
491,Chifeng,CN,2021-03-05 00:29:54,42.2683,118.9636,15.75,92,100,15.19
492,Manadhoo,MV,2021-03-05 00:33:21,5.7667,73.3833,81.79,78,57,16.24
493,Laguna,US,2021-03-05 00:32:20,38.421,-121.4238,66.99,39,1,5.75
494,Olafsvik,IS,2021-03-05 00:33:23,64.8945,-23.7142,40.89,84,100,11.52
495,Denpasar,ID,2021-03-05 00:32:31,-8.65,115.2167,77.0,88,40,10.36
496,Emerald,AU,2021-03-05 00:33:24,-23.5333,148.1667,82.99,51,0,4.61
497,Kavaratti,IN,2021-03-05 00:33:25,10.5669,72.642,82.83,55,62,5.61
498,Dali,CN,2021-03-05 00:29:32,25.7,100.1833,43.68,75,47,4.36
499,Lavrentiya,RU,2021-03-05 00:33:27,65.5833,-171.0,10.78,94,100,21.54
500,Killybegs,IE,2021-03-05 00:33:28,54.6333,-8.45,37.0,91,63,1.01
501,Kinsale,IE,2021-03-05 00:33:29,51.7075,-8.5306,39.2,75,90,9.22
502,Nizhnevartovsk,RU,2021-03-05 00:33:30,60.9344,76.5531,15.8,92,90,2.24
503,Belmonte,BR,2021-03-05 00:33:30,-15.8631,-38.8828,78.8,65,20,8.05
504,Guerrero Negro,MX,2021-03-05 00:33:31,27.9769,-114.0611,60.26,66,85,15.95
505,Batagay-Alyta,RU,2021-03-05 00:33:33,67.8006,130.4114,-18.6,78,94,2.91
506,Orchard Homes,US,2021-03-05 00:33:34,46.8633,-114.0484,51.8,40,1,1.86
507,Ahipara,NZ,2021-03-05 00:33:36,-35.1667,173.1667,70.9,58,0,7.02
508,Vyazemskiy,RU,2021-03-05 00:33:37,47.5378,134.7525,20.57,97,100,14.63
509,Kijang,KR,2021-03-05 00:33:38,35.2442,129.2139,48.2,81,75,9.22
510,Rognan,NO,2021-03-05 00:33:39,67.0953,15.3878,18.0,89,85,3.71
511,Gatesville,US,2021-03-05 00:33:41,31.4352,-97.7439,71.6,37,1,11.5
512,Brae,GB,2021-03-05 00:33:41,60.3964,-1.353,35.6,64,75,5.75
513,North Bend,US,2021-03-05 00:33:43,43.4065,-124.2243,55.0,76,90,14.97
514,Bunia,CD,2021-03-05 00:33:43,1.5667,30.25,70.18,52,43,2.62
515,Gladstone,AU,2021-03-05 00:33:44,-23.85,151.25,82.4,51,40,11.5
516,Homer,US,2021-03-05 00:29:55,59.6425,-151.5483,33.01,59,1,4.61
517,Aksu,CN,2021-03-05 00:31:53,41.1231,80.2644,38.12,70,98,1.72
518,Emba,KZ,2021-03-05 00:33:46,48.8264,58.1442,18.25,96,29,18.1
519,Hondo,JP,2021-03-05 00:33:48,32.45,130.2,55.4,94,75,6.91
520,Atikokan,CA,2021-03-05 00:33:49,48.7555,-91.6216,27.59,95,99,1.57
521,Saint-Francois,FR,2021-03-05 00:33:51,46.4154,3.9054,42.8,93,90,3.44
522,Huasahuasi,PE,2021-03-05 00:33:51,-11.3167,-75.6167,39.92,99,100,0.29
523,Havoysund,NO,2021-03-05 00:33:52,70.9963,24.6622,23.0,93,90,10.36
524,Nizhniy Baskunchak,RU,2021-03-05 00:33:53,48.2198,46.8311,33.96,89,0,19.44
525,Burnie,AU,2021-03-05 00:29:58,-41.0667,145.9167,63.0,53,1,18.01
526,Meulaboh,ID,2021-03-05 00:30:51,4.1363,96.1285,78.6,86,2,3.85
527,Storsteinnes,NO,2021-03-05 00:33:55,69.2408,19.2344,23.0,79,75,5.75
528,Pavelets,RU,2021-03-05 00:33:55,53.7883,39.246,30.99,78,100,7.92
529,Pendencias,BR,2021-03-05 00:33:57,-5.26,-36.7222,80.49,71,96,11.12
530,Honiara,SB,2021-03-05 00:33:57,-9.4333,159.95,80.24,76,97,4.21
531,Methoni,GR,2021-03-05 00:33:57,36.8197,21.7049,52.0,81,0,3.44
532,Garowe,SO,2021-03-05 00:33:59,8.4054,48.4845,61.84,87,45,4.47
533,Ribeira Brava,PT,2021-03-05 00:34:00,32.65,-17.0667,60.01,85,41,1.99
534,Kipini,KE,2021-03-05 00:34:02,-2.5257,40.5262,76.71,87,14,9.04
535,Jacareacanga,BR,2021-03-05 00:34:03,-6.2222,-57.7528,73.8,89,76,1.54
536,Znamenka,RU,2021-03-05 00:34:05,52.4167,41.4311,32.45,97,100,12.15
537,Saint-Joseph,RE,2021-03-05 00:34:06,-21.3667,55.6167,77.0,78,40,5.75
538,Miyako,JP,2021-03-05 00:34:08,39.6367,141.9525,52.66,64,91,8.84
539,Ciechanow,PL,2021-03-05 00:34:08,52.8814,20.62,33.01,93,0,8.05
540,Esperance,AU,2021-03-05 00:34:09,-33.8667,121.9,73.4,73,40,13.8
541,Edendale,ZA,2021-03-05 00:34:10,-29.6528,30.3147,70.0,92,35,1.52
542,Port Lincoln,AU,2021-03-05 00:34:11,-34.7333,135.8667,64.98,73,98,14.07
543,Kamien Pomorski,PL,2021-03-05 00:34:13,53.9685,14.7726,30.0,93,0,2.3
544,Goderich,CA,2021-03-05 00:34:13,43.7501,-81.7165,23.0,68,0,14.97
545,Ankazoabo,MG,2021-03-05 00:34:15,-22.2833,44.5167,69.46,95,100,1.88
546,Along,IN,2021-03-05 00:34:07,28.1667,94.7667,58.87,80,100,1.41
547,Matara,LK,2021-03-05 00:34:16,5.9485,80.5353,72.21,86,0,2.95
548,Santander,ES,2021-03-05 00:34:18,43.4647,-3.8044,54.0,100,90,5.99
549,San Clemente,US,2021-03-05 00:29:32,33.427,-117.612,64.0,67,1,1.01
550,Wenling,CN,2021-03-05 00:34:20,28.3669,121.36,57.0,81,91,4.81
551,Touba,CI,2021-03-05 00:34:20,8.2833,-7.6833,77.81,74,47,8.16
552,Pokhara,NP,2021-03-05 00:34:20,28.2333,83.9833,58.35,34,0,5.7
553,Narsaq,GL,2021-03-05 00:34:21,60.9167,-46.05,51.8,28,90,20.71
554,Port Hedland,AU,2021-03-05 00:34:22,-20.3167,118.5667,80.6,61,3,9.22
555,Ambatondrazaka,MG,2021-03-05 00:34:24,-17.8333,48.4167,66.52,93,84,1.83
556,Chivilcoy,AR,2021-03-05 00:34:25,-34.8957,-60.0167,73.99,90,37,1.99
557,Qui Nhon,VN,2021-03-05 00:31:12,13.7667,109.2333,76.71,81,6,3.62
558,Swidnica,PL,2021-03-05 00:34:26,50.8438,16.4886,33.01,88,100,8.01
559,Lensk,RU,2021-03-05 00:33:20,60.7253,114.9278,-17.95,82,18,6.46
